"60","2007",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Alunos do I Simpósio Acadêmico da Embap"
"61","2007",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Orquestra de Violões da Embap"
"62","2010",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Concerto de canto e violões: Cantou acompanhada do Quarteto Zenamon de violões na série de música do Museu Guido Viaro, em Curitiba-PR"
"63","2011",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Concerto de Violão e Canto solo no projeto municipal Convite à Música, em Maringá-PR"
"64","2011",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Apresentação Artística como violonista e cantora no XI SEMPEM - Seminário Nacional de Pesquisa em Música e IX EINCO - Encontro Internacional de Contrabaixistas, na UFG - Universidade Federal de Goiás"
"65","2011",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Apresentação Artística como violonista e cantora no Recital dos alunos de Mestrado em Música da UFG/2011"
"66","2012",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Concerto no projeto municipal Convite à Música, onde atuou como violonista e cantora"
"67","2011",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Apresentação Artítica como violonista no 36º Festival Nacional de Música da Escola de Música e Artes Cênicas da UFG"
"68","2010",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Concerto de Formatura no curso de Bacharelado em Violão da Escola de Música e Belas Artes do Paraná"
"69","2012",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Concerto de Qualificação de Mestrado, em que atuou como cantora e violonista"
"70","2012",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Concerto solo de violão e canto inttulado 'Poesia das Cordas', no 22 Festival de Inverno da UFPR"
"71","2012",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Concerto solo de violão e canto inttulado 'Poesia das Cordas', no Projeto Municipal 'Convite à Música'"
"72","2014",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Récital de Guitare - programme de doctorat UdeM"
"73","2015",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Récital de Guitare II - programme de doctorat UdeM"
"74","2017",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Récital Final de Doctorat"
"75","2017",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Récital de Guitare - Classe de Peter McCutcheon"
"76","2015",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Performance em evento beneficente do C.A.R.E. Centre (Montreal)"
"77","2017",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Performance em evento beneficente do C.A.R.E. Centre (Montreal)"
"78","2015",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Récital de Guitare - Classe de Peter McCutcheon"
"79","2016",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Musique Ancienne et Contemporaine"
"80","2017",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Récital de Guitare - Classe de Peter McCutcheon"
"81","2016",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Recital de Canto e Violão"
"82","2013",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Concerto convite à Música Renascentista"
"83","2019",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Música para Reis e Rainhas: O Renascimento na Espanha e Inglaterra do séc. XVI"
"84","2019",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Coletivo Violoníssimas - Recital de Lançamento"
"85","2019",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Novva - II mostra de música"
"86","2019",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Recital do Coletivo Violoníssimas"
"87","2019",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Melodias que contam História"
"88","2018",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Música","Produção artística/cultural","Concerto 'Gestos do Corpo do Fogo' Cantos e danças da Espanha Renascentista"
"89","2012",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Participações em eventos","Evento","Monitoria durante o seminário"
"90","2007",NULL,NULL,"0007278260015680","Luciana Elisa Lozada Tenório","Participações em eventos","Evento",
"91","2007","FROEHNER, Consuelo. ",". In: XVI Encontro Anual da ABEM/Congresso Regional da ISME na América Latina 2007, 2007, Campo Grande. Educação Musical na América Latin: concepções, funções e ações., v.I, 2007. p.-","0015600553584891","Consuelo Froehner","Trabalho publicado em anais de evento","Produção bibliográfica","Análise do repertório brasileiro de três métodos de iniciação instrumental e do seu uso nas atividades de iniciação ao violino."
"92","2016","FROEHNER, Consuelo. ",". In: Workshop Internacional de Aprendizado coletivo de Cordas, 2016, Curitiba. WORKSHOP INTERNACIONAL DE APRENDIZADO COLETIVO DE CORDAS, v.1, 2016. p.1-118","0015600553584891","Consuelo Froehner","Trabalho publicado em anais de evento","Produção bibliográfica","Análise do Repertório Brasileiro para Iniciação ao Violino no Ensino Coletivo"
"93","2007",NULL,NULL,"0015600553584891","Consuelo Froehner","Apresentação de Trabalho e palestra","Produção técnica","Análise do repertório brasileiro de três métodos de iniciação instrumental e do seu uso nas atividades de iniciação ao violino"
"94","2016",NULL,NULL,"0015600553584891","Consuelo Froehner","Apresentação de Trabalho e palestra","Produção técnica","ANÁLISE DO REPERTÓRIO BRASILEIRO PARA INICIAÇÃO AO VIOLINO NO ENSINO COLETIVO"
"95","2013",NULL,NULL,"0015600553584891","Consuelo Froehner","Curso de curta duração ministrado","Produção técnica","Especialização para Professores de Música do Ensino Fundamental Público"
"96","2014",NULL,NULL,"0015600553584891","Consuelo Froehner","Curso de curta duração ministrado","Produção técnica","Especialização para Professores de Música do Ensino Fundamental Público"
"97","2012",NULL,NULL,"0015600553584891","Consuelo Froehner","Curso de curta duração ministrado","Produção técnica","IX Festival de Arte e Cultura Popular do Litoral Paranaense"
"98","2011",NULL,NULL,"0015600553584891","Consuelo Froehner","Curso de curta duração ministrado","Produção técnica","VIII Festival de Arte e Cultura Popular do Litoral Paranaense"
"99","2010",NULL,NULL,"0015600553584891","Consuelo Froehner","Curso de curta duração ministrado","Produção técnica","VII Festival de Arte e Cultura Popular do Litoral Paranaense"
